房屋信息,房屋价格,房屋位置,房屋单价
金碧雅苑  | 2室2厅 | 67.54平米 | 南 | 精装 | 有电梯,270,白云大道北,单价39977元/平米
华景新城陶然庭园  | 2室1厅 | 77平米 | 东北 | 精装 | 有电梯,420,华景新城,单价54546元/平米
翠园  | 2室2厅 | 80.84平米 | 北 | 其他 | 有电梯,400,赤岗,单价49481元/平米
泰景花园文苑阁  | 2室1厅 | 70.81平米 | 南 | 简装 | 无电梯,230,区府,单价32482元/平米
荟雅苑  | 3室2厅 | 104.62平米 | 西北 | 其他 | 有电梯,710,天河北,单价67865元/平米
祥辉广场  | 3室2厅 | 105平米 | 东 | 精装 | 有电梯,210,区府,单价20000元/平米
广州碧桂园华苑  | 2室1厅 | 68平米 | 东北 | 简装 | 无电梯,210,南浦,单价30883元/平米
罗马家园  | 2室1厅 | 76平米 | 北 | 其他 | 有电梯,310,南洲,单价40790元/平米
祥辉广场  | 2室2厅 | 89.89平米 | 北 | 精装 | 有电梯,215,区府,单价23919元/平米
富力桃园  | 2室2厅 | 82平米 | 西南 | 其他 | 有电梯,300,罗冲围,单价36586元/平米
蓝色康园  | 1室1厅 | 40平米 | 西北 | 精装 | 有电梯,280,滨江东,单价70000元/平米
星御翠园  | 3室1厅 | 56平米 | 南 北 | 精装,230,广州大道南,单价41072元/平米
珠岛花园  | 1室1厅 | 34.94平米 | 东南 | 其他 | 无电梯,97,大坦沙,单价27762元/平米
骏景花园  | 6室2厅 | 256平米 | 北 | 简装 | 有电梯,930,棠下,单价36329元/平米
美林海岸花园  | 2室2厅 | 87.36平米 | 南 北 | 简装 | 有电梯,510,员村,单价58380元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 93.12平米 | 北 | 精装 | 有电梯,235,新塘,单价25237元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 97.81平米 | 南 | 精装 | 有电梯,265,新塘,单价27094元/平米
翡翠绿洲森林半岛  | 4室2厅 | 237.66平米 | 西南 | 毛坯,370,新塘,单价15569元/平米
棠德花园  | 3室1厅 | 89平米 | 南 | 其他 | 无电梯,250,棠下,单价28090元/平米
金雅苑  | 2室2厅 | 104平米 | 南 | 精装 | 有电梯,600,滨江东,单价57693元/平米
广州雅居乐花园一尺山居  | 3室2厅 | 98.59平米 | 南 | 其他 | 有电梯,380,华南,单价38544元/平米
祈福新村晓峰园  | 3室2厅 | 119平米 | 南 | 其他 | 有电梯,385,祈福,单价32353元/平米
侨宫苑  | 2室2厅 | 88平米 | 南 | 简装,155,市桥,单价17614元/平米
万科金色城品  | 5室2厅 | 70平米 | 东北 | 其他 | 无电梯,358,沙湾,单价51143元/平米
光大花园  | 3室2厅 | 104.1平米 | 东北 | 其他,560,工业大道北,单价53795元/平米
聚新楼  | 4室2厅 | 126.36平米 | 南 | 精装,185,旧区,单价14641元/平米
华南碧桂园翠山蓝天苑  | 3室2厅 | 96平米 | 南 北 | 精装,380,华南,单价39584元/平米
华南碧桂园翠云山   | 独栋别墅 | 6室2厅 | 258.76平米 | 东南 | 精装 | 无电梯,1780,华南,单价68790元/平米
祈福新村康怡居  | 2室2厅 | 60.61平米 | 北 | 精装 | 无电梯,175,祈福,单价28874元/平米
东方都会广场  | 1室1厅 | 44平米 | 南 | 简装 | 有电梯,320,天河公园,单价72728元/平米
黄石小区  | 3室2厅 | 96平米 | 南 北 | 其他 | 有电梯,338,黄石路,单价35209元/平米
翠湖山庄  | 3室1厅 | 111平米 | 西 | 简装 | 有电梯,550,天河公园,单价49550元/平米
海珠半岛花园  | 3室2厅 | 119平米 | 东北 | 精装 | 有电梯,655,滨江东,单价55043元/平米
钟灵南路  | 4室2厅 | 71.7平米 | 南 | 其他,125,钟村,单价17434元/平米
芳草园  | 3室2厅 | 127.27平米 | 东南 | 简装 | 有电梯,1200,天河北,单价94288元/平米
祈福新村绿怡居  | 2室2厅 | 62.3平米 | 南 | 其他 | 无电梯,175,祈福,单价28090元/平米
纵横缤城  | 3室2厅 | 125.89平米 | 西南 | 其他 | 有电梯,440,新市,单价34952元/平米
逢源路逢源南街  | 2室1厅 | 73.6平米 | 南 | 简装,195,西关,单价26495元/平米
广园云苑新村  | 2室1厅 | 62.91平米 | 南 北 | 其他 | 无电梯,176,广园路,单价27977元/平米
珠江新岸公寓  | 1室0厅 | 47.73平米 | 东 | 其他 | 有电梯,230,滨江东,单价48188元/平米
华南新城  | 2室2厅 | 95平米 | 东南 | 其他 | 有电梯,290,华南,单价30527元/平米
中海康城  | 2室2厅 | 76.17平米 | 北 | 其他 | 有电梯,298,黄村,单价39124元/平米
万科新里程  | 3室2厅 | 90.07平米 | 西北 | 精装 | 有电梯,272,科学城,单价30199元/平米
怡园小区  | 2室2厅 | 65.57平米 | 北 | 精装 | 无电梯,240,区府,单价36603元/平米
广地花园  | 3室2厅 | 95.6平米 | 东南 | 其他,240,华南,单价25105元/平米
南航新村  | 3室2厅 | 103平米 | 南 | 其他 | 有电梯,245,新市,单价23787元/平米
祈福新村青怡居  | 2室2厅 | 56.8平米 | 北 | 其他,175,祈福,单价30810元/平米
翡翠绿洲森林半岛  | 3室2厅 | 146.78平米 | 西 | 毛坯 | 有电梯,288,新塘,单价19622元/平米
南航新村  | 3室2厅 | 88平米 | 西北 | 其他 | 有电梯,210,新市,单价23864元/平米
南国奥林匹克花园北奥一路  | 3室2厅 | 110平米 | 东 | 精装 | 无电梯,368,华南,单价33455元/平米
悦时代花园心悦湾  | 4室2厅 | 134.35平米 | 南 | 精装 | 有电梯,500,区府,单价37217元/平米
华南碧桂园叠翠苑  | 5室2厅 | 208平米 | 东北 | 精装 | 无电梯,620,华南,单价29808元/平米
合生颐景华苑  | 3室2厅 | 89.41平米 | 东北 | 其他 | 有电梯,415,金碧,单价46416元/平米
尚东宏御  | 4室2厅 | 137.72平米 | 东南 | 简装 | 有电梯,1150,珠江新城东,单价83503元/平米
云泉居  | 4室1厅 | 98.6平米 | 东 | 精装 | 有电梯,310,白云大道北,单价31441元/平米
万科柏悦湾  | 3室2厅 | 95.69平米 | 南 | 其他 | 有电梯,450,大坦沙,单价47027元/平米
汇侨新城南区  | 3室1厅 | 95平米 | 西南 | 其他 | 有电梯,275,新市,单价28948元/平米
方圆月岛  | 3室2厅 | 132.1平米 | 南 | 精装 | 有电梯,1250,珠江新城中,单价94626元/平米
广州星河湾荟心园  | 3室2厅 | 142.61平米 | 东南 | 简装 | 有电梯,540,华南,单价37866元/平米
时代玫瑰园  | 2室2厅 | 71.82平米 | 西南 | 精装 | 有电梯,298,白云大道北,单价41493元/平米
江南新苑  | 3室1厅 | 95.98平米 | 南 | 精装,570,新港西,单价59388元/平米
雅居乐城南源著  | 3室2厅 | 96平米 | 东 | 其他 | 有电梯,340,沙湾,单价35417元/平米
东方之珠花园  | 3室2厅 | 123平米 | 西北 | 简装,700,天河北,单价56911元/平米
新世界逸彩庭园朗逸庭  | 3室2厅 | 95.27平米 | 西北 | 其他,425,滘口,单价44611元/平米
雅居乐城南源著  | 3室2厅 | 96平米 | 东 | 其他 | 有电梯,340,沙湾,单价35417元/平米
星汇云锦  | 3室2厅 | 243平米 | 东南 | 精装 | 有电梯,1700,珠江新城西,单价69959元/平米
祈福新村蝶舞轩  | 3室2厅 | 88平米 | 北 | 其他 | 无电梯,260,祈福,单价29546元/平米
天誉华庭  | 3室2厅 | 121.2平米 | 东北 | 精装 | 有电梯,830,龙口西,单价68482元/平米
金田花苑  | 3室2厅 | 105.28平米 | 东南 | 精装,660,天河北,单价62690元/平米
坚真花园  | 1室1厅 | 44.74平米 | 北 | 简装 | 有电梯,215,赤岗,单价48056元/平米
富力桃园  | 3室2厅 | 111.13平米 | 东北 | 其他 | 有电梯,400,罗冲围,单价35994元/平米
万科云山花园  | 3室2厅 | 99平米 | 东南 | 其他 | 有电梯,350,白云大道北,单价35354元/平米
烟墩路  | 2室1厅 | 47.42平米 | 南 北 | 其他 | 无电梯,352,东山口,单价74231元/平米
解放北路桂花岗  | 1室1厅 | 33.63平米 | 南 | 其他,138,桂花岗,单价41035元/平米
骏业阁  | 1室1厅 | 34.01平米 | 北 | 简装,165,西关,单价48516元/平米
美林湖畔花园  | 3室2厅 | 102平米 | 北 | 其他 | 有电梯,460,东圃,单价45099元/平米
华天国际广场  | 2室2厅 | 97.82平米 | 南 北 | 简装,510,龙口东,单价52137元/平米
光大花园  | 2室2厅 | 75.37平米 | 北 | 其他 | 有电梯,450,工业大道北,单价59706元/平米
万科云山花园  | 3室1厅 | 98平米 | 南 | 其他 | 有电梯,340,白云大道北,单价34694元/平米
自在城市花园二期诺德中心城  | 2室2厅 | 88.93平米 | 南 | 毛坯 | 有电梯,298,华南,单价33510元/平米
翡翠绿洲湖滨苑  | 3室2厅 | 128.89平米 | 北 | 其他 | 有电梯,296,新塘,单价22966元/平米
荔港南湾  | 2室2厅 | 80平米 | 西北 | 简装,325,南岸路,单价40625元/平米
中怡城市花园  | 3室2厅 | 128.69平米 | 南 | 简装 | 有电梯,960,天河北,单价74598元/平米
广州富力城  | 2室2厅 | 76.84平米 | 东南 | 精装 | 有电梯,230,黄石路,单价29933元/平米
童心路  | 4室1厅 | 92.43平米 | 南 | 简装,351.3,麓景,单价38000元/平米
广东工业大学五山教师村  | 3室2厅 | 93.13平米 | 南 | 简装,510,东莞庄,单价54763元/平米
恒荔湾畔  | 2室1厅 | 74平米 | 西南 | 其他 | 有电梯,345,芳村大道,单价46622元/平米
锦林山庄  | 1室0厅 | 40.88平米 | 南 | 精装,125,科学城,单价30578元/平米
松北上村路  | 1室1厅 | 34.65平米 | 西南 | 其他 | 无电梯,55,罗冲围,单价15874元/平米
富景花园  | 1室1厅 | 45平米 | 南 | 其他 | 有电梯,190,新港西,单价42223元/平米
金碧花园第一金碧  | 2室2厅 | 68.57平米 | 西 | 其他,270,金碧,单价39376元/平米
龙光峰景华庭  | 3室2厅 | 91平米 | 南 | 其他,225,科学城,单价24726元/平米
怡园小区  | 2室1厅 | 83.77平米 | 南 | 精装 | 无电梯,270,区府,单价32232元/平米
佳福阁  | 2室2厅 | 89平米 | 南 | 其他 | 无电梯,330,天河公园,单价37079元/平米
龙光峰景华庭  | 3室2厅 | 91平米 | 南 | 其他,225,科学城,单价24726元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 96平米 | 北 | 精装 | 有电梯,240,新塘,单价25000元/平米
宝华路  | 2室1厅 | 54.7平米 | 北 | 精装,165,西关,单价30165元/平米
晓港中马路  | 1室1厅 | 31.58平米 | 南 北 | 精装,85,昌岗,单价26916元/平米
翠湖山庄  | 3室2厅 | 126.64平米 | 东南 | 简装 | 有电梯,600,天河公园,单价47379元/平米
金燕花园  | 3室2厅 | 88.74平米 | 南 | 其他,400,粤垦,单价45076元/平米
翡翠绿洲森林半岛  | 2室2厅 | 92.63平米 | 东 | 其他,200,新塘,单价21592元/平米
南国奥林匹克花园北奥二路  | 5室2厅 | 152.5平米 | 北 | 简装 | 无电梯,380,华南,单价24919元/平米
翡翠绿洲森林半岛  | 2室2厅 | 74平米 | 北 | 精装 | 有电梯,165,新塘,单价22298元/平米
南天广场  | 2室1厅 | 77平米 | 南 | 其他 | 有电梯,450,珠江新城西,单价58442元/平米
锦绣生态园春满园  | 3室2厅 | 98平米 | 北 | 简装,350,钟村,单价35715元/平米
易丰大厦  | 1室1厅 | 31平米 | 东 | 精装 | 有电梯,200,天河公园,单价64517元/平米
金田花苑  | 2室2厅 | 79.27平米 | 南 | 简装 | 有电梯,568,天河北,单价71654元/平米
东方名都  | 3室2厅 | 96平米 | 西北 | 简装 | 有电梯,250,新塘,单价26042元/平米
广信白兰花园  | 3室2厅 | 99.36平米 | 东南 | 简装 | 无电梯,320,广园路,单价32207元/平米
泰景花园文苑阁  | 3室1厅 | 70.86平米 | 南 | 毛坯,230,区府,单价32459元/平米
景泰新村景泰西三巷  | 3室1厅 | 75平米 | 北 | 简装 | 无电梯,188,广园路,单价25067元/平米
龙津西路  | 2室1厅 | 62平米 | 西南 | 简装 | 无电梯,178,西关,单价28710元/平米
新光城市广场  | 2室1厅 | 34平米 | 南 | 其他 | 有电梯,180,陈家祠,单价52942元/平米
珠岛花园  | 3室2厅 | 82.03平米 | 东 | 简装 | 有电梯,295,大坦沙,单价35963元/平米
美好居  | 3室2厅 | 109.99平米 | 北 | 简装 | 有电梯,440,车陂,单价40004元/平米
东方白云花园  | 3室2厅 | 110.94平米 | 南 | 其他 | 有电梯,260,市桥,单价23437元/平米
中海康城  | 3室2厅 | 90.98平米 | 东北 | 其他 | 有电梯,410,黄村,单价45065元/平米
岭南新世界  | 4室2厅 | 134.42平米 | 西南 | 其他 | 有电梯,638,白云大道北,单价47464元/平米
云山诗意琴韵居  | 3室2厅 | 110平米 | 西南 | 简装 | 有电梯,520,白云大道北,单价47273元/平米
广州星河湾星座  | 4室2厅 | 245.78平米 | 南 北 | 精装 | 有电梯,1088,华南,单价44268元/平米
黄埔花园  | 4室2厅 | 148平米 | 东北 | 精装 | 有电梯,566,区府,单价38244元/平米
华景新城芳满庭园  | 3室2厅 | 97平米 | 南 | 精装 | 有电梯,550,华景新城,单价56702元/平米
盈翠华庭  | 6室3厅 | 177平米 | 北 | 精装 | 无电梯,700,广园路,单价39549元/平米
悦涛雅苑  | 2室2厅 | 114.27平米 | 南 | 精装 | 有电梯,400,区府,单价35005元/平米
黄埔花园  | 4室2厅 | 148平米 | 东北 | 精装 | 有电梯,566,区府,单价38244元/平米
华景新城芳满庭园  | 3室2厅 | 97平米 | 南 | 精装 | 有电梯,550,华景新城,单价56702元/平米
盈翠华庭  | 6室3厅 | 177平米 | 北 | 精装 | 无电梯,700,广园路,单价39549元/平米
嘉和苑  | 3室2厅 | 122.1平米 | 西南 | 其他 | 有电梯,850,东风西,单价69616元/平米
荟雅苑  | 3室2厅 | 104.62平米 | 西北 | 简装 | 有电梯,670,天河北,单价64042元/平米
水韵蓝湾南区  | 3室1厅 | 76平米 | 南 北 | 其他 | 有电梯,200,沙湾,单价26316元/平米
丰年华庭  | 3室2厅 | 105平米 | 西北 | 精装 | 有电梯,400,茶滘,单价38096元/平米
广州雅居乐花园御景峰   | 独栋别墅 | 5室2厅 | 554.55平米 | 南 北 | 其他 | 无电梯,3000,华南,单价54098元/平米
翠湖山庄  | 3室1厅 | 85平米 | 西南 | 简装,410,天河公园,单价48236元/平米
集贤苑  | 2室2厅 | 82.67平米 | 东南 | 其他 | 有电梯,335,白云大道北,单价40523元/平米
麓苑路35号大院  | 3室1厅 | 120平米 | 东北 | 其他 | 有电梯,560,淘金,单价46667元/平米
金碧雅苑  | 2室1厅 | 68平米 | 东 | 其他 | 有电梯,255,白云大道北,单价37500元/平米
翡翠绿洲森林半岛  | 5室2厅 | 185.12平米 | 北 | 精装 | 有电梯,390,新塘,单价21068元/平米
发源楼  | 2室2厅 | 53平米 | 南 | 简装,198,员村,单价37359元/平米
华南碧桂园怡翠苑   | 独栋别墅 | 6室2厅 | 185平米 | 北 | 精装,920,华南,单价49730元/平米
海景中心  | 6室2厅 | 241平米 | 东北 | 其他,939.9,员村,单价39000元/平米
华景新城芳满庭园  | 2室2厅 | 73平米 | 北 | 精装 | 有电梯,410,华景新城,单价56165元/平米
祈福新村青怡居  | 4室2厅 | 117.3平米 | 北 | 简装 | 无电梯,315,祈福,单价26855元/平米
江南新村  | 2室2厅 | 77平米 | 南 | 精装,160,市桥,单价20780元/平米
华景新城信华花园  | 3室2厅 | 104平米 | 南 | 精装 | 有电梯,700,华景新城,单价67308元/平米
棠德花园  | 2室2厅 | 64平米 | 东南 | 其他 | 无电梯,200,棠下,单价31250元/平米
鸿燕居  | 3室2厅 | 84.65平米 | 南 | 其他 | 无电梯,318,粤垦,单价37567元/平米
泰景花园文苑阁  | 3室2厅 | 89.6平米 | 北 | 简装 | 无电梯,295,区府,单价32925元/平米
怡港花园  | 3室2厅 | 118.38平米 | 东北 | 精装 | 有电梯,390,区府,单价32945元/平米
棠德花园  | 2室1厅 | 61平米 | 南 | 毛坯 | 无电梯,205,棠下,单价33607元/平米
金碧花园第三金碧  | 2室2厅 | 79.88平米 | 北 | 精装,355,金碧,单价44442元/平米
汇东国际花园  | 3室2厅 | 89平米 | 东南 | 其他 | 有电梯,218,新塘,单价24495元/平米
保利花园静雅街  | 3室2厅 | 95.06平米 | 东南 | 其他,400,工业大道中,单价42079元/平米
春晖苑  | 3室2厅 | 86平米 | 东 | 其他 | 有电梯,435,东莞庄,单价50582元/平米
福金莲花园  | 3室2厅 | 129.55平米 | 南 | 简装,557.1,员村,单价43001元/平米
福金莲花园  | 3室2厅 | 129.55平米 | 南 | 简装,557.1,员村,单价43001元/平米
明珠花园  | 3室2厅 | 110平米 | 东南 | 简装 | 有电梯,430,东晓路,单价39091元/平米
碧桂园凤凰城凤仪苑  | 3室2厅 | 99.9平米 | 北 | 精装,280,新塘,单价28029元/平米
白云高尔夫花园东区  | 3室2厅 | 107.89平米 | 东北 | 其他 | 有电梯,400,黄石路,单价37075元/平米
金道花园  | 1室0厅 | 30平米 | 南 | 其他 | 无电梯,82,鹤洞,单价27334元/平米
珠江新岸公寓  | 1室1厅 | 52.51平米 | 西南 | 精装 | 有电梯,260,滨江东,单价49515元/平米
易丰大厦  | 1室0厅 | 30.7平米 | 东 | 精装 | 有电梯,193,天河公园,单价62867元/平米
万科金色悦府  | 3室2厅 | 89.46平米 | 南 | 精装,325,区府,单价36330元/平米
祥辉苑  | 2室2厅 | 86.4平米 | 北 | 简装 | 无电梯,190.1,区府,单价22000元/平米
华景新城信华花园  | 4室2厅 | 189.83平米 | 南 北 | 精装 | 有电梯,1300,华景新城,单价68483元/平米
翡翠绿洲森林半岛  | 3室2厅 | 92.49平米 | 南 北 | 精装 | 有电梯,290,新塘,单价31355元/平米
愉景雅苑  | 3室2厅 | 100.22平米 | 北 | 精装 | 有电梯,550,新港西,单价54880元/平米
颐和山庄  | 3室2厅 | 184.57平米 | 北 | 精装 | 有电梯,690,南湖,单价37385元/平米
员村四横路2号大院  | 3室2厅 | 98.2平米 | 南 | 精装,415,员村,单价42261元/平米
合一国际  | 2室1厅 | 78平米 | 南 | 简装 | 有电梯,330,同和,单价42308元/平米
万科柏悦湾  | 3室2厅 | 97平米 | 西北 | 其他 | 有电梯,430,大坦沙,单价44330元/平米
百脑汇科技大厦  | 1室0厅 | 43.89平米 | 南 | 精装 | 有电梯,162.8,石牌,单价37093元/平米
碧桂园凤凰城凤锦苑  | 3室2厅 | 121.78平米 | 东北 | 其他 | 有电梯,295,新塘,单价24225元/平米
侨怡苑  | 3室2厅 | 82平米 | 南 北 | 精装,550,体育中心,单价67074元/平米
新塘新世界花园嘉华苑  | 3室2厅 | 103.9平米 | 南 | 精装,270,新塘,单价25987元/平米
怡安花园  | 2室1厅 | 55.72平米 | 南 北 | 其他,185,滨江中,单价33202元/平米
翡翠绿洲湖翠苑  | 4室2厅 | 246平米 | 南 北 | 其他 | 有电梯,550,新塘,单价22358元/平米
天顺跃居  | 3室2厅 | 95.12平米 | 东北 | 精装 | 有电梯,538,天河公园,单价56561元/平米
自在城市花园  | 2室2厅 | 77平米 | 东南 | 简装 | 有电梯,220,华南,单价28572元/平米
翡翠绿洲湖滨苑  | 3室2厅 | 135.84平米 | 北 | 其他 | 有电梯,290,新塘,单价21349元/平米
同德苑  | 1室1厅 | 42平米 | 北 | 精装 | 无电梯,75,同德围,单价17858元/平米
增槎路涌边东街  | 2室1厅 | 71.13平米 | 东 | 简装,140,罗冲围,单价19683元/平米
新光城市广场  | 4室2厅 | 134平米 | 东北 | 精装 | 有电梯,730,陈家祠,单价54478元/平米
东凌广场  | 3室2厅 | 90.02平米 | 南 | 毛坯 | 有电梯,220,新塘,单价24440元/平米
广信鸿景大厦  | 2室2厅 | 84平米 | 东南 | 其他 | 有电梯,420,五羊新城,单价50000元/平米
赛拉维  | 1室1厅 | 42.39平米 | 北 | 其他 | 有电梯,250,员村,单价58977元/平米
边检大院  | 3室2厅 | 99平米 | 东南 | 简装 | 无电梯,520,龙口西,单价52526元/平米
锦绣生态园趣园  | 2室1厅 | 82平米 | 东南 | 简装,216,钟村,单价26342元/平米
富力阳光美居  | 1室1厅 | 45.27平米 | 北 | 其他 | 有电梯,160,石井,单价35344元/平米
保利花园丝雨街  | 2室2厅 | 74.46平米 | 东南 | 其他,320,工业大道中,单价42977元/平米
缝纫机厂宿舍  | 1室1厅 | 34.51平米 | 南 北 | 其他 | 无电梯,70,新港西,单价20284元/平米
晓南二街海运局宿舍  | 2室1厅 | 79.76平米 | 西 | 其他 | 有电梯,265,新港西,单价33225元/平米
亚运城运动员村一区  | 2室2厅 | 89平米 | 北 | 精装,240,亚运城,单价26967元/平米
翡翠绿洲森林半岛  | 6室2厅 | 207平米 | 南 北 | 其他 | 有电梯,456,新塘,单价22029元/平米
丰逸尚居  | 3室2厅 | 99平米 | 南 北 | 其他 | 有电梯,360,区府,单价36364元/平米
方圆小区  | 3室2厅 | 118平米 | 南 | 其他 | 有电梯,400,黄石路,单价33899元/平米
江畔华庭  | 3室2厅 | 135.88平米 | 东北 | 其他 | 有电梯,735,滨江东,单价54092元/平米
祈福新村蝶舞轩  | 3室2厅 | 104.9平米 | 南 | 其他 | 无电梯,320,祈福,单价30506元/平米
泰景花园东城华庭  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯,458,区府,单价36640元/平米
华师大学宿舍北区  | 3室2厅 | 90平米 | 南 北 | 其他 | 无电梯,669,五山,单价74334元/平米
富力桃园  | 2室2厅 | 83平米 | 东 | 精装 | 有电梯,310,罗冲围,单价37350元/平米
新世界东逸花园  | 3室2厅 | 125平米 | 南 | 精装,950,天河公园,单价76000元/平米
贵贤上品  | 4室1厅 | 122平米 | 南 | 精装,780,西关,单价63935元/平米
勤天E品上馆  | 3室2厅 | 85.51平米 | 西南 | 精装 | 有电梯,380,天河公园,单价44440元/平米
太阳广场  | 3室2厅 | 115平米 | 南 北 | 简装 | 有电梯,656,天润路,单价57044元/平米
华港花园  | 3室2厅 | 109平米 | 西南 | 精装 | 有电梯,710,天河公园,单价65138元/平米
愉景雅苑  | 3室2厅 | 100平米 | 东 | 其他,480,新港西,单价48000元/平米
东怡新区东雅园  | 4室2厅 | 112平米 | 南 | 简装,280,市桥,单价25000元/平米
万科城市花园  | 3室2厅 | 91.45平米 | 南 北 | 其他,340,区府,单价37179元/平米
瘦狗岭路  | 2室1厅 | 44.32平米 | 南 | 其他,110,粤垦,单价24820元/平米
石牌东路  | 2室2厅 | 66平米 | 南 北 | 其他 | 无电梯,215,石牌,单价32576元/平米
保利红棉花园  | 3室2厅 | 87平米 | 西南 | 精装,280,江燕路,单价32184元/平米
翠馨华庭  | 2室1厅 | 50平米 | 北 | 其他 | 有电梯,220,广州大道南,单价44000元/平米
合兴苑  | 1室1厅 | 37.29平米 | 西南 | 其他 | 无电梯,103,花地大道,单价27622元/平米
华南碧桂园翠山蓝天苑  | 3室2厅 | 118.1平米 | 南 | 其他 | 有电梯,450,华南,单价38104元/平米
赤岗西路  | 2室2厅 | 80.03平米 | 南 | 其他,248,赤岗,单价30989元/平米
富域尚品居  | 3室2厅 | 92.36平米 | 东南 | 其他,259,开发区,单价28043元/平米
昌岗东电信大厦  | 2室2厅 | 89.4平米 | 北 | 简装 | 有电梯,325,昌岗,单价36354元/平米
铂林国际公寓  | 1室1厅 | 37平米 | 南 | 简装 | 有电梯,360,珠江新城西,单价97298元/平米
祈福新村海晴居  | 4室2厅 | 125平米 | 南 | 简装 | 无电梯,510,祈福,单价40800元/平米
一德花园  | 5室2厅 | 159.77平米 | 西南 | 简装 | 有电梯,580,解放南,单价36303元/平米
尚雅苑尚雅街  | 2室1厅 | 68.16平米 | 南 | 其他 | 无电梯,327.2,天河南,单价48001元/平米
恒宝华庭  | 3室2厅 | 124平米 | 西南 | 其他 | 有电梯,698,西关,单价56291元/平米
跑马地花园  | 2室1厅 | 81.94平米 | 西 | 简装 | 有电梯,460,珠江新城东,单价56139元/平米
碧桂园凤凰城凤晴苑  | 2室2厅 | 78.55平米 | 北 | 其他 | 有电梯,200,新塘,单价25462元/平米
鸿翔大厦  | 1室0厅 | 40.26平米 | 东 | 简装 | 有电梯,350,天河北,单价86935元/平米
新港东路  | 2室1厅 | 66.29平米 | 南 北 | 其他,180,琶洲,单价27154元/平米
黄沙后道  | 2室1厅 | 55.03平米 | 西南 | 其他,125,黄沙,单价22715元/平米
翡翠绿洲森林半岛  | 3室2厅 | 147平米 | 东 西 | 精装,290,新塘,单价19728元/平米
外语外贸学院  | 2室2厅 | 51.77平米 | 南 | 其他,200,白云大道北,单价38633元/平米
岭南雅院  | 2室1厅 | 78平米 | 南 | 其他 | 有电梯,290,同德围,单价37180元/平米
金碧花园第二金碧  | 2室2厅 | 66.5平米 | 南 | 精装 | 有电梯,275,金碧,单价41354元/平米
金泽大厦  | 2室2厅 | 124.5平米 | 东北 | 简装,550,天河南,单价44177元/平米
亚运城媒体北村  | 2室2厅 | 77平米 | 北 | 其他,210,亚运城,单价27273元/平米
金港花园  | 1室2厅 | 51.25平米 | 北 | 精装 | 有电梯,210,区府,单价40976元/平米
MBA国际公寓  | 1室0厅 | 48平米 | 西 | 精装 | 有电梯,220,石牌,单价45834元/平米
祈福新村湖景居  | 3室2厅 | 74平米 | 北 | 其他 | 无电梯,218,祈福,单价29460元/平米
丽江花园丽荃楼  | 2室1厅 | 71平米 | 西北 | 简装 | 无电梯,184.6,南浦,单价26000元/平米
丽江花园丽茵楼  | 2室2厅 | 66平米 | 东北 | 简装 | 无电梯,175,南浦,单价26516元/平米
祈福新村翠怡居  | 2室2厅 | 57.6平米 | 南 | 简装 | 无电梯,170,祈福,单价29514元/平米
先烈东路  | 2室2厅 | 63.79平米 | 南 北 | 简装 | 无电梯,150,沙河,单价23515元/平米
嘉仕花园东区  | 3室2厅 | 95平米 | 西北 | 精装 | 有电梯,560,滨江东,单价58948元/平米
信步闲庭  | 2室1厅 | 75.19平米 | 西南 | 简装,350,赤岗,单价46549元/平米
水韵蓝湾南区  | 2室2厅 | 85.43平米 | 南 | 其他 | 有电梯,200,沙湾,单价23411元/平米
怡园小区  | 2室2厅 | 75.74平米 | 南 北 | 精装,300,区府,单价39610元/平米
翡翠绿洲森林半岛  | 3室2厅 | 155.34平米 | 西 | 毛坯 | 有电梯,400,新塘,单价25750元/平米
雅居乐锦官城雍容南台  | 3室2厅 | 98.38平米 | 北 | 其他 | 有电梯,270,沙湾,单价27445元/平米
自在城市花园三期诺德名都  | 4室2厅 | 154平米 | 东南 | 其他 | 有电梯,545,华南,单价35390元/平米
光大花园榕岸  | 3室2厅 | 122平米 | 北 | 精装 | 有电梯,720,工业大道北,单价59017元/平米
港湾西四街104号大院  | 2室1厅 | 67.04平米 | 南 | 精装 | 无电梯,168,区府,单价25060元/平米
铂林国际公寓  | 2室2厅 | 60.97平米 | 西北 | 精装 | 有电梯,498,珠江新城西,单价81680元/平米
富景花园  | 3室2厅 | 113.2平米 | 东北 | 精装 | 有电梯,480,新港西,单价42403元/平米
雅郡花园会展新世界水蓝郡  | 4室2厅 | 149.04平米 | 西南 | 毛坯 | 有电梯,865,琶洲,单价58039元/平米
星海明珠  | 3室2厅 | 124.16平米 | 东南 | 其他 | 有电梯,620,滨江东,单价49936元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 93平米 | 西 | 精装 | 有电梯,235,新塘,单价25269元/平米
德政北路雅荷塘  | 4室2厅 | 132平米 | 东南 | 精装 | 无电梯,435.6,农讲所,单价33000元/平米
保利林语山庄6区  | 4室2厅 | 119.21平米 | 东南 | 精装 | 有电梯,405,科学城,单价33974元/平米
翠城花园  | 3室1厅 | 83平米 | 西南 | 其他 | 有电梯,420,江燕路,单价50603元/平米
